order_id,item_id,product_id,quantity,list_price,discount,net_price
37,1,16,2,599.99,0.05,569.99
38,1,7,2,3999.99,0.05,3799.99
38,2,23,1,299.99,0.07,278.991
38,3,25,1,499.99,0.2,399.992
38,4,10,2,1549.0,0.1,1394.1
38,5,24,1,549.99,0.07,511.491
39,1,22,2,269.99,0.2,215.992
39,2,16,2,599.99,0.2,479.992
39,3,3,2,999.99,0.05,949.99
39,4,15,1,529.99,0.1,476.991
40,1,17,1,429.0,0.2,343.2
40,2,8,2,1799.99,0.2,1439.992
41,1,5,1,1320.99,0.1,1188.891
41,2,19,2,449.0,0.2,359.2
41,3,26,2,599.99,0.2,479.992
42,1,19,1,449.0,0.05,426.55
43,1,13,2,269.99,0.1,242.991
43,2,12,2,549.99,0.05,522.49
44,1,7,1,3999.99,0.1,3599.991
44,2,16,1,599.99,0.05,569.99
45,1,4,2,2899.99,0.2,2319.992
45,2,22,1,269.99,0.07,251.091
45,3,21,2,269.99,0.05,256.49
46,1,17,1,429.0,0.1,386.1
47,1,6,1,469.99,0.05,446.49
47,2,15,1,529.99,0.1,476.991
47,3,25,2,499.99,0.07,464.991
47,4,13,1,269.99,0.2,215.992
48,1,11,1,1680.99,0.1,1512.891
48,2,4,1,2899.99,0.2,2319.992
48,3,5,2,1320.99,0.1,1188.891
48,4,14,2,269.99,0.07,251.091
49,1,13,2,269.99,0.07,251.091
50,1,3,1,999.99,0.05,949.99
50,2,26,2,599.99,0.07,557.991
50,3,13,2,269.99,0.2,215.992
51,1,13,1,269.99,0.05,256.49
51,2,20,1,599.99,0.05,569.99
51,3,26,2,599.99,0.2,479.992
52,1,25,1,499.99,0.07,464.991
53,1,8,2,1799.99,0.2,1439.992
53,2,23,2,299.99,0.05,284.99
53,3,14,2,269.99,0.2,215.992
53,4,25,2,499.99,0.1,449.991
54,1,26,2,599.99,0.2,479.992
54,2,3,1,999.99,0.2,799.992
55,1,21,1,269.99,0.05,256.49
55,2,25,2,499.99,0.2,399.992
55,3,15,2,529.99,0.2,423.992
56,1,20,2,599.99,0.07,557.991
57,1,23,2,299.99,0.1,269.991
57,2,19,2,449.0,0.2,359.2
57,3,13,1,269.99,0.07,251.091
58,1,14,2,269.99,0.05,256.49
58,2,18,1,449.0,0.07,417.57
58,3,23,1,299.99,0.1,269.991
59,1,21,1,269.99,0.05,256.49
59,2,2,1,749.99,0.1,674.991
59,3,17,2,429.0,0.1,386.1
60,1,14,2,269.99,0.05,256.49
60,2,4,1,2899.99,0.1,2609.991
60,3,15,1,529.99,0.07,492.891
60,4,22,1,269.99,0.2,215.992
61,1,25,1,499.99,0.1,449.991
61,2,15,2,529.99,0.05,503.49
61,3,5,2,1320.99,0.2,1056.792
62,1,14,1,269.99,0.07,251.091
62,2,8,2,1799.99,0.1,1619.991
62,3,22,2,269.99,0.1,242.991
63,1,25,2,499.99,0.1,449.991
63,2,19,2,449.0,0.05,426.55
63,3,3,1,999.99,0.1,899.991
64,1,25,2,499.99,0.1,449.991
64,2,22,2,269.99,0.2,215.992
64,3,23,2,299.99,0.2,239.992
64,4,24,2,549.99,0.1,494.991
65,1,12,1,549.99,0.1,494.991
66,1,2,1,749.99,0.2,599.992
66,2,23,1,299.99,0.07,278.991
66,3,12,1,549.99,0.07,511.491
67,1,23,2,299.99,0.2,239.992
67,2,12,2,549.99,0.1,494.991
67,3,21,1,269.99,0.2,215.992
67,4,5,2,1320.99,0.1,1188.891
67,5,19,1,449.0,0.2,359.2
68,1,13,2,269.99,0.07,251.091
68,2,17,1,429.0,0.1,386.1
69,1,22,2,269.99,0.1,242.991
69,2,5,1,1320.99,0.2,1056.792
69,3,10,1,1549.0,0.05,1471.55
70,1,3,2,999.99,0.05,949.99
70,2,18,1,449.0,0.2,359.2
70,3,20,1,599.99,0.05,569.99
71,1,26,2,599.99,0.05,569.99
71,2,24,1,549.99,0.2,439.992
71,3,18,1,449.0,0.1,404.1
72,1,17,2,429.0,0.07,398.97
72,2,12,1,549.99,0.05,522.49
72,3,13,2,269.99,0.1,242.991
73,1,22,1,269.99,0.07,251.091
73,2,26,2,599.99,0.05,569.99
73,3,3,2,999.99,0.07,929.991
73,4,25,1,499.99,0.07,464.991
73,5,23,2,299.99,0.2,239.992
74,1,16,2,599.99,0.05,569.99
74,2,6,1,469.99,0.07,437.091
75,1,3,1,999.99,0.1,899.991
75,2,7,2,3999.99,0.07,3719.991
75,3,15,1,529.99,0.2,423.992
76,1,12,1,549.99,0.05,522.49
76,2,11,2,1680.99,0.1,1512.891
76,3,5,1,1320.99,0.07,1228.521
77,1,20,1,599.99,0.07,557.991
77,2,24,2,549.99,0.1,494.991
77,3,26,1,599.99,0.2,479.992
77,4,25,1,499.99,0.2,399.992
78,1,17,1,429.0,0.07,398.97
78,2,19,1,449.0,0.2,359.2
78,3,18,2,449.0,0.1,404.1
78,4,14,2,269.99,0.1,242.991
79,1,9,2,2999.99,0.1,2699.991
79,2,17,2,429.0,0.05,407.55
79,3,6,1,469.99,0.1,422.991
79,4,25,2,499.99,0.07,464.991
80,1,26,1,599.99,0.1,539.991
80,2,24,1,549.99,0.1,494.991
80,3,17,1,429.0,0.2,343.2
81,1,10,2,1549.0,0.2,1239.2
81,2,23,2,299.99,0.05,284.99
81,3,25,2,499.99,0.05,474.99
82,1,25,2,499.99,0.1,449.991
82,2,11,2,1680.99,0.2,1344.792
83,1,20,1,599.99,0.2,479.992
83,2,3,2,999.99,0.05,949.99
84,1,23,2,299.99,0.07,278.991
84,2,15,2,529.99,0.07,492.891
85,1,4,2,2899.99,0.05,2754.99
85,2,18,1,449.0,0.07,417.57
86,1,9,2,2999.99,0.1,2699.991
86,2,23,2,299.99,0.07,278.991
86,3,21,2,269.99,0.2,215.992
86,4,15,1,529.99,0.1,476.991
87,1,20,2,599.99,0.2,479.992
87,2,23,2,299.99,0.1,269.991
88,1,10,1,1549.0,0.07,1440.57
88,2,8,2,1799.99,0.1,1619.991
88,3,7,1,3999.99,0.1,3599.991
89,1,5,1,1320.99,0.05,1254.94
89,2,6,2,469.99,0.1,422.991
90,1,3,1,999.99,0.1,899.991
90,2,6,1,469.99,0.07,437.091
91,1,11,1,1680.99,0.1,1512.891
91,2,25,1,499.99,0.05,474.99
91,3,15,2,529.99,0.07,492.891
91,4,13,2,269.99,0.07,251.091
92,1,8,1,1799.99,0.1,1619.991
93,1,22,2,269.99,0.07,251.091
93,2,17,1,429.0,0.05,407.55
93,3,21,1,269.99,0.1,242.991
93,4,2,1,749.99,0.2,599.992
93,5,10,2,1549.0,0.07,1440.57
94,1,12,1,549.99,0.05,522.49
94,2,4,1,2899.99,0.2,2319.992
94,3,11,1,1680.99,0.2,1344.792
94,4,21,2,269.99,0.07,251.091
95,1,10,2,1549.0,0.2,1239.2
95,2,19,1,449.0,0.1,404.1
95,3,8,2,1799.99,0.2,1439.992
95,4,20,2,599.99,0.05,569.99
96,1,26,1,599.99,0.1,539.991
96,2,23,1,299.99,0.05,284.99
97,1,20,2,599.99,0.2,479.992
97,2,2,1,749.99,0.07,697.491
97,3,6,2,469.99,0.2,375.992
97,4,19,1,449.0,0.1,404.1
98,1,19,1,449.0,0.07,417.57
98,2,21,1,269.99,0.1,242.991
98,3,2,1,749.99,0.2,599.992
98,4,22,2,269.99,0.2,215.992
99,1,13,1,269.99,0.2,215.992
99,2,21,1,269.99,0.2,215.992
99,3,25,2,499.99,0.05,474.99
99,4,7,2,3999.99,0.07,3719.991
99,5,23,2,299.99,0.2,239.992
100,1,12,2,549.99,0.05,522.49
100,2,11,2,1680.99,0.1,1512.891
100,3,7,2,3999.99,0.2,3199.992
100,4,16,2,599.99,0.2,479.992
100,5,24,2,549.99,0.1,494.991
101,1,12,2,549.99,0.2,439.992
102,1,15,1,529.99,0.05,503.49
102,2,22,1,269.99,0.07,251.091
103,1,17,1,429.0,0.07,398.97
103,2,3,1,999.99,0.05,949.99
103,3,18,1,449.0,0.2,359.2
103,4,15,2,529.99,0.1,476.991
103,5,9,2,2999.99,0.1,2699.991
104,1,19,2,449.0,0.1,404.1
104,2,26,1,599.99,0.05,569.99
105,1,11,2,1680.99,0.2,1344.792
105,2,3,1,999.99,0.05,949.99
105,3,9,1,2999.99,0.05,2849.99
106,1,17,1,429.0,0.1,386.1
106,2,13,2,269.99,0.1,242.991
107,1,19,1,449.0,0.2,359.2
107,2,13,2,269.99,0.1,242.991
108,1,11,1,1680.99,0.1,1512.891
108,2,22,2,269.99,0.07,251.091
108,3,16,2,599.99,0.05,569.99
109,1,22,2,269.99,0.1,242.991
109,2,6,1,469.99,0.07,437.091
110,1,14,1,269.99,0.1,242.991
111,1,14,1,269.99,0.1,242.991
111,2,12,2,549.99,0.07,511.491
112,1,23,2,299.99,0.2,239.992
112,2,25,2,499.99,0.07,464.991
112,3,24,2,549.99,0.05,522.49
112,4,5,1,1320.99,0.2,1056.792
113,1,12,2,549.99,0.07,511.491
113,2,24,2,549.99,0.1,494.991
113,3,6,1,469.99,0.07,437.091
113,4,23,1,299.99,0.2,239.992
113,5,5,2,1320.99,0.2,1056.792
114,1,12,1,549.99,0.05,522.49
114,2,2,1,749.99,0.07,697.491
114,3,13,2,269.99,0.1,242.991
115,1,22,1,269.99,0.2,215.992
115,2,19,1,449.0,0.1,404.1
116,1,26,1,599.99,0.05,569.99
117,1,22,2,269.99,0.2,215.992
117,2,26,1,599.99,0.05,569.99
117,3,14,1,269.99,0.2,215.992
117,4,19,1,449.0,0.05,426.55
118,1,18,1,449.0,0.07,417.57
118,2,4,1,2899.99,0.07,2696.991
118,3,6,1,469.99,0.07,437.091
118,4,3,2,999.99,0.1,899.991
118,5,23,2,299.99,0.07,278.991
119,1,25,1,499.99,0.05,474.99
120,1,13,2,269.99,0.05,256.49
120,2,6,2,469.99,0.05,446.49
120,3,10,2,1549.0,0.05,1471.55
120,4,17,1,429.0,0.05,407.55
120,5,16,2,599.99,0.2,479.992
121,1,5,1,1320.99,0.2,1056.792
121,2,14,2,269.99,0.1,242.991
121,3,4,2,2899.99,0.1,2609.991
121,4,24,2,549.99,0.07,511.491
121,5,2,2,749.99,0.05,712.49
122,1,16,1,599.99,0.1,539.991
123,1,12,2,549.99,0.1,494.991
124,1,16,1,599.99,0.05,569.99
124,2,4,1,2899.99,0.07,2696.991
124,3,7,2,3999.99,0.05,3799.99
125,1,17,1,429.0,0.1,386.1
126,1,9,2,2999.99,0.05,2849.99
127,1,17,1,429.0,0.07,398.97
127,2,20,1,599.99,0.1,539.991
127,3,4,2,2899.99,0.07,2696.991
128,1,24,2,549.99,0.1,494.991
128,2,16,2,599.99,0.1,539.991
128,3,4,2,2899.99,0.2,2319.992
128,4,3,2,999.99,0.2,799.992
129,1,18,1,449.0,0.1,404.1
129,2,9,1,2999.99,0.1,2699.991
130,1,26,1,599.99,0.05,569.99
130,2,5,2,1320.99,0.07,1228.521
131,1,22,2,269.99,0.2,215.992
131,2,4,2,2899.99,0.07,2696.991
131,3,24,2,549.99,0.1,494.991
132,1,2,2,749.99,0.05,712.49
132,2,20,1,599.99,0.05,569.99
132,3,9,1,2999.99,0.1,2699.991
133,1,13,2,269.99,0.05,256.49
133,2,22,1,269.99,0.2,215.992
134,1,19,2,449.0,0.1,404.1
134,2,2,2,749.99,0.07,697.491
134,3,18,2,449.0,0.07,417.57
135,1,5,2,1320.99,0.05,1254.94
135,2,18,2,449.0,0.05,426.55
135,3,25,1,499.99,0.2,399.992
135,4,2,1,749.99,0.05,712.49
136,1,7,2,3999.99,0.2,3199.992
136,2,3,2,999.99,0.05,949.99
137,1,23,1,299.99,0.07,278.991
137,2,22,1,269.99,0.1,242.991
138,1,16,2,599.99,0.1,539.991
138,2,6,1,469.99,0.2,375.992
139,1,19,2,449.0,0.07,417.57
139,2,3,1,999.99,0.07,929.991
140,1,15,1,529.99,0.2,423.992
140,2,21,1,269.99,0.2,215.992
140,3,12,2,549.99,0.2,439.992
140,4,3,1,999.99,0.05,949.99
141,1,18,1,449.0,0.2,359.2
142,1,16,2,599.99,0.1,539.991
142,2,11,2,1680.99,0.1,1512.891
142,3,19,1,449.0,0.07,417.57
143,1,6,1,469.99,0.2,375.992
144,1,8,2,1799.99,0.05,1709.99
145,1,11,1,1680.99,0.2,1344.792
145,2,9,2,2999.99,0.1,2699.991
146,1,3,2,999.99,0.2,799.992
146,2,12,1,549.99,0.1,494.991
146,3,20,2,599.99,0.1,539.991
146,4,6,2,469.99,0.05,446.49
146,5,2,1,749.99,0.07,697.491
147,1,26,2,599.99,0.2,479.992
148,1,14,1,269.99,0.05,256.49
149,1,12,2,549.99,0.07,511.491
149,2,21,2,269.99,0.07,251.091
150,1,7,1,3999.99,0.1,3599.991
150,2,3,1,999.99,0.2,799.992
150,3,17,1,429.0,0.07,398.97
150,4,25,2,499.99,0.07,464.991
151,1,17,1,429.0,0.1,386.1
151,2,26,1,599.99,0.1,539.991
152,1,6,2,469.99,0.2,375.992
152,2,22,2,269.99,0.2,215.992
152,3,16,2,599.99,0.07,557.991
153,1,16,1,599.99,0.07,557.991
153,2,8,1,1799.99,0.07,1673.991
153,3,15,2,529.99,0.05,503.49
154,1,12,1,549.99,0.1,494.991
155,1,8,1,1799.99,0.1,1619.991
156,1,18,2,449.0,0.2,359.2
156,2,17,2,429.0,0.05,407.55
156,3,6,1,469.99,0.07,437.091
157,1,4,1,2899.99,0.1,2609.991
157,2,7,2,3999.99,0.07,3719.991
158,1,24,1,549.99,0.1,494.991
159,1,13,1,269.99,0.2,215.992
160,1,21,1,269.99,0.07,251.091
160,2,15,2,529.99,0.07,492.891
160,3,18,2,449.0,0.1,404.1
160,4,11,1,1680.99,0.05,1596.94
161,1,24,2,549.99,0.07,511.491
161,2,22,1,269.99,0.05,256.49
161,3,7,2,3999.99,0.05,3799.99
162,1,18,1,449.0,0.07,417.57
162,2,21,2,269.99,0.07,251.091
162,3,3,2,999.99,0.1,899.991
163,1,12,1,549.99,0.1,494.991
163,2,18,1,449.0,0.2,359.2
164,1,4,2,2899.99,0.05,2754.99
164,2,10,2,1549.0,0.05,1471.55
164,3,14,1,269.99,0.1,242.991
165,1,4,2,2899.99,0.05,2754.99
165,2,23,1,299.99,0.2,239.992
165,3,2,1,749.99,0.05,712.49
166,1,10,2,1549.0,0.1,1394.1
166,2,11,1,1680.99,0.2,1344.792
167,1,12,1,549.99,0.05,522.49
167,2,10,1,1549.0,0.2,1239.2
167,3,13,2,269.99,0.05,256.49
167,4,7,2,3999.99,0.05,3799.99
168,1,6,1,469.99,0.1,422.991
168,2,11,2,1680.99,0.07,1563.321
168,3,12,2,549.99,0.07,511.491
168,4,22,2,269.99,0.2,215.992
169,1,20,2,599.99,0.1,539.991
169,2,5,1,1320.99,0.05,1254.94
169,3,10,1,1549.0,0.2,1239.2
169,4,11,1,1680.99,0.2,1344.792
169,5,14,2,269.99,0.05,256.49
170,1,12,2,549.99,0.1,494.991
170,2,24,1,549.99,0.05,522.49
170,3,7,1,3999.99,0.2,3199.992
170,4,18,2,449.0,0.05,426.55
171,1,8,1,1799.99,0.05,1709.99
172,1,23,1,299.99,0.07,278.991
172,2,16,1,599.99,0.2,479.992
173,1,14,1,269.99,0.05,256.49
173,2,16,1,599.99,0.2,479.992
173,3,20,2,599.99,0.05,569.99
174,1,22,2,269.99,0.2,215.992
174,2,19,2,449.0,0.1,404.1
175,1,5,1,1320.99,0.1,1188.891
175,2,2,2,749.99,0.2,599.992
175,3,21,2,269.99,0.1,242.991
175,4,19,1,449.0,0.07,417.57
176,1,2,2,749.99,0.07,697.491
176,2,11,2,1680.99,0.2,1344.792
176,3,16,2,599.99,0.05,569.99
177,1,20,2,599.99,0.1,539.991
178,1,10,2,1549.0,0.2,1239.2
178,2,12,1,549.99,0.05,522.49
178,3,3,1,999.99,0.1,899.991
178,4,18,1,449.0,0.07,417.57
179,1,13,2,269.99,0.05,256.49
179,2,26,1,599.99,0.1,539.991
179,3,18,1,449.0,0.2,359.2
179,4,12,2,549.99,0.2,439.992
179,5,20,2,599.99,0.1,539.991
180,1,16,1,599.99,0.07,557.991
181,1,10,1,1549.0,0.05,1471.55
181,2,11,1,1680.99,0.1,1512.891
181,3,15,2,529.99,0.2,423.992
181,4,24,2,549.99,0.05,522.49
182,1,25,2,499.99,0.05,474.99
182,2,24,2,549.99,0.07,511.491
183,1,11,2,1680.99,0.2,1344.792
183,2,12,2,549.99,0.05,522.49
183,3,19,1,449.0,0.07,417.57
183,4,17,1,429.0,0.07,398.97
184,1,4,1,2899.99,0.2,2319.992
184,2,5,1,1320.99,0.1,1188.891
184,3,14,1,269.99,0.1,242.991
185,1,20,1,599.99,0.1,539.991
185,2,8,1,1799.99,0.05,1709.99
186,1,4,1,2899.99,0.1,2609.991
186,2,6,1,469.99,0.1,422.991
187,1,5,1,1320.99,0.05,1254.94
188,1,7,2,3999.99,0.07,3719.991
189,1,16,2,599.99,0.2,479.992
190,1,24,1,549.99,0.05,522.49
190,2,15,1,529.99,0.2,423.992
190,3,3,2,999.99,0.2,799.992
191,1,25,1,499.99,0.05,474.99
191,2,12,2,549.99,0.2,439.992
191,3,3,1,999.99,0.07,929.991
191,4,8,2,1799.99,0.05,1709.99
191,5,23,1,299.99,0.05,284.99
192,1,8,2,1799.99,0.1,1619.991
192,2,25,1,499.99,0.07,464.991
192,3,2,1,749.99,0.05,712.49
192,4,24,2,549.99,0.07,511.491
192,5,10,2,1549.0,0.2,1239.2
193,1,12,2,549.99,0.1,494.991
194,1,21,2,269.99,0.2,215.992
195,1,18,1,449.0,0.2,359.2
195,2,14,1,269.99,0.05,256.49
195,3,5,2,1320.99,0.2,1056.792
195,4,4,2,2899.99,0.2,2319.992
195,5,21,2,269.99,0.1,242.991
196,1,6,1,469.99,0.05,446.49
196,2,3,2,999.99,0.07,929.991
196,3,10,2,1549.0,0.07,1440.57
196,4,12,1,549.99,0.07,511.491
196,5,20,1,599.99,0.1,539.991
197,1,4,2,2899.99,0.2,2319.992
197,2,2,2,749.99,0.07,697.491
198,1,6,2,469.99,0.05,446.49
198,2,20,2,599.99,0.07,557.991
198,3,8,2,1799.99,0.2,1439.992
198,4,13,2,269.99,0.05,256.49
198,5,17,1,429.0,0.05,407.55
199,1,25,2,499.99,0.05,474.99
199,2,18,2,449.0,0.07,417.57
199,3,4,1,2899.99,0.2,2319.992
200,1,23,2,299.99,0.05,284.99
200,2,22,2,269.99,0.07,251.091
201,1,24,1,549.99,0.05,522.49
201,2,7,1,3999.99,0.2,3199.992
201,3,14,2,269.99,0.1,242.991
201,4,17,1,429.0,0.05,407.55
202,1,8,1,1799.99,0.07,1673.991
202,2,17,1,429.0,0.05,407.55
202,3,15,2,529.99,0.05,503.49
202,4,25,2,499.99,0.05,474.99
203,1,26,1,599.99,0.05,569.99
203,2,3,2,999.99,0.1,899.991
203,3,17,2,429.0,0.2,343.2
203,4,19,2,449.0,0.07,417.57
204,1,6,2,469.99,0.07,437.091
204,2,17,2,429.0,0.1,386.1
205,1,22,2,269.99,0.05,256.49
205,2,24,2,549.99,0.1,494.991
206,1,25,1,499.99,0.05,474.99
206,2,20,1,599.99,0.2,479.992
207,1,12,2,549.99,0.2,439.992
207,2,5,1,1320.99,0.05,1254.94
207,3,11,2,1680.99,0.07,1563.321
207,4,7,2,3999.99,0.1,3599.991
208,1,6,2,469.99,0.05,446.49
208,2,4,2,2899.99,0.07,2696.991
208,3,3,1,999.99,0.05,949.99
208,4,12,1,549.99,0.2,439.992
208,5,10,2,1549.0,0.05,1471.55
209,1,13,1,269.99,0.1,242.991
210,1,14,1,269.99,0.07,251.091
210,2,13,2,269.99,0.2,215.992
211,1,10,1,1549.0,0.07,1440.57
211,2,2,2,749.99,0.07,697.491
212,1,16,2,599.99,0.07,557.991
212,2,12,2,549.99,0.2,439.992
212,3,19,1,449.0,0.1,404.1
212,4,7,1,3999.99,0.2,3199.992
213,1,13,1,269.99,0.1,242.991
214,1,21,1,269.99,0.1,242.991
215,1,19,1,449.0,0.07,417.57
215,2,12,2,549.99,0.1,494.991
216,1,22,2,269.99,0.1,242.991
216,2,16,2,599.99,0.05,569.99
217,1,18,1,449.0,0.1,404.1
217,2,10,2,1549.0,0.1,1394.1
217,3,17,1,429.0,0.07,398.97
218,1,2,2,749.99,0.1,674.991
218,2,13,1,269.99,0.07,251.091
218,3,12,1,549.99,0.05,522.49
219,1,26,1,599.99,0.05,569.99
219,2,5,1,1320.99,0.2,1056.792
220,1,6,2,469.99,0.05,446.49
220,2,25,1,499.99,0.07,464.991
220,3,22,2,269.99,0.1,242.991
220,4,3,2,999.99,0.2,799.992
221,1,11,2,1680.99,0.07,1563.321
222,1,10,1,1549.0,0.1,1394.1
222,2,2,2,749.99,0.1,674.991
223,1,7,2,3999.99,0.05,3799.99
223,2,5,1,1320.99,0.2,1056.792
223,3,21,2,269.99,0.1,242.991
223,4,20,1,599.99,0.05,569.99
223,5,15,1,529.99,0.05,503.49
224,1,6,1,469.99,0.07,437.091
224,2,11,2,1680.99,0.1,1512.891
224,3,10,2,1549.0,0.2,1239.2
224,4,25,1,499.99,0.05,474.99
225,1,21,1,269.99,0.1,242.991
225,2,9,1,2999.99,0.1,2699.991
226,1,2,1,749.99,0.05,712.49
227,1,3,2,999.99,0.05,949.99
227,2,15,2,529.99,0.1,476.991
228,1,25,1,499.99,0.2,399.992
228,2,2,2,749.99,0.07,697.491
228,3,23,2,299.99,0.1,269.991
228,4,4,1,2899.99,0.2,2319.992
228,5,22,1,269.99,0.05,256.49
229,1,25,2,499.99,0.2,399.992
229,2,5,2,1320.99,0.1,1188.891
229,3,8,1,1799.99,0.2,1439.992
230,1,11,2,1680.99,0.07,1563.321
231,1,8,2,1799.99,0.07,1673.991
231,2,14,2,269.99,0.2,215.992
231,3,5,2,1320.99,0.2,1056.792
232,1,18,1,449.0,0.07,417.57
232,2,11,2,1680.99,0.05,1596.94
232,3,26,2,599.99,0.07,557.991
232,4,8,2,1799.99,0.1,1619.991
233,1,14,1,269.99,0.1,242.991
233,2,16,2,599.99,0.1,539.991
233,3,12,1,549.99,0.2,439.992
233,4,15,2,529.99,0.07,492.891
234,1,11,2,1680.99,0.2,1344.792
234,2,17,2,429.0,0.05,407.55
234,3,12,1,549.99,0.1,494.991
234,4,7,1,3999.99,0.05,3799.99
234,5,23,1,299.99,0.1,269.991
235,1,6,1,469.99,0.07,437.091
235,2,13,2,269.99,0.05,256.49
235,3,7,2,3999.99,0.05,3799.99
236,1,3,2,999.99,0.07,929.991
236,2,2,2,749.99,0.1,674.991
236,3,4,2,2899.99,0.1,2609.991
237,1,15,1,529.99,0.2,423.992
237,2,24,1,549.99,0.07,511.491
237,3,20,2,599.99,0.2,479.992
237,4,26,1,599.99,0.05,569.99
238,1,20,2,599.99,0.2,479.992
238,2,25,1,499.99,0.07,464.991
238,3,13,2,269.99,0.2,215.992
238,4,22,2,269.99,0.05,256.49
238,5,7,1,3999.99,0.07,3719.991
239,1,16,2,599.99,0.1,539.991
239,2,21,2,269.99,0.05,256.49
239,3,18,1,449.0,0.07,417.57
239,4,4,2,2899.99,0.07,2696.991
240,1,9,1,2999.99,0.07,2789.991
